question_id,model_count,correct_count,incorrect_count,accuracy_per_item,difficulty,item_group,correct_models,wrong_models
367,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
368,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,llama3.2:3b
369,6,1,5,0.1667,0.8333,mixed,llama3.1:8b,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct
370,6,2,4,0.3333,0.6667,mixed,llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b
371,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
372,6,2,4,0.3333,0.6667,mixed,mistral:7b;llama3.2:3b,gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct
373,6,1,5,0.1667,0.8333,mixed,mistral:7b,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
374,6,1,5,0.1667,0.8333,mixed,qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b
375,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
376,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;llama3.2:3b;qwen2.5:7b-instruct,phi3:mini;llama3.1:8b
377,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,llama3.2:3b
378,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;llama3.2:3b;qwen2.5:7b-instruct,phi3:mini;llama3.1:8b
379,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;qwen2.5:7b-instruct,llama3.2:3b;llama3.1:8b
380,6,4,2,0.6667,0.3333,mixed,gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;llama3.2:3b
381,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
382,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
383,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
384,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
385,6,2,4,0.3333,0.6667,mixed,mistral:7b;llama3.1:8b,gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct
386,6,2,4,0.3333,0.6667,mixed,mistral:7b;gemma3:4b,phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
387,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b,llama3.1:8b;qwen2.5:7b-instruct
388,6,3,3,0.5,0.5,mixed,mistral:7b;phi3:mini;qwen2.5:7b-instruct,gemma3:4b;llama3.2:3b;llama3.1:8b
389,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;qwen2.5:7b-instruct,llama3.2:3b;llama3.1:8b
390,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
391,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
392,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;qwen2.5:7b-instruct,llama3.2:3b;llama3.1:8b
393,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
394,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
395,6,3,3,0.5,0.5,mixed,phi3:mini;llama3.2:3b;llama3.1:8b,mistral:7b;gemma3:4b;qwen2.5:7b-instruct
396,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
397,6,1,5,0.1667,0.8333,mixed,qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b
398,6,2,4,0.3333,0.6667,mixed,phi3:mini;qwen2.5:7b-instruct,mistral:7b;gemma3:4b;llama3.2:3b;llama3.1:8b
399,6,3,3,0.5,0.5,mixed,gemma3:4b;llama3.2:3b;qwen2.5:7b-instruct,mistral:7b;phi3:mini;llama3.1:8b
400,6,3,3,0.5,0.5,mixed,mistral:7b;gemma3:4b;qwen2.5:7b-instruct,phi3:mini;llama3.2:3b;llama3.1:8b
401,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
402,6,1,5,0.1667,0.8333,mixed,gemma3:4b,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
403,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
404,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;qwen2.5:7b-instruct,llama3.2:3b;llama3.1:8b
405,6,4,2,0.6667,0.3333,mixed,mistral:7b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b;llama3.2:3b
406,6,2,4,0.3333,0.6667,mixed,llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b
407,6,4,2,0.6667,0.3333,mixed,gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;llama3.2:3b
408,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
409,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
410,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,llama3.2:3b
411,6,5,1,0.8333,0.1667,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b
412,6,2,4,0.3333,0.6667,mixed,mistral:7b;gemma3:4b,phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
413,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct,llama3.1:8b
414,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
415,6,3,3,0.5,0.5,mixed,mistral:7b;phi3:mini;qwen2.5:7b-instruct,gemma3:4b;llama3.2:3b;llama3.1:8b
416,6,1,5,0.1667,0.8333,mixed,phi3:mini,mistral:7b;gemma3:4b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
417,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b,qwen2.5:7b-instruct
418,6,1,5,0.1667,0.8333,mixed,qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b
419,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
420,6,4,2,0.6667,0.3333,mixed,phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;gemma3:4b
421,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
422,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
423,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;qwen2.5:7b-instruct,llama3.2:3b;llama3.1:8b
424,6,1,5,0.1667,0.8333,mixed,llama3.1:8b,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct
425,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
426,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
427,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
428,6,2,4,0.3333,0.6667,mixed,mistral:7b;gemma3:4b,phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
429,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
430,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
431,6,2,4,0.3333,0.6667,mixed,phi3:mini;llama3.2:3b,mistral:7b;gemma3:4b;llama3.1:8b;qwen2.5:7b-instruct
432,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
433,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b,llama3.1:8b;qwen2.5:7b-instruct
434,6,4,2,0.6667,0.3333,mixed,mistral:7b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b;llama3.2:3b
435,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,llama3.2:3b
436,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b,llama3.1:8b;qwen2.5:7b-instruct
437,6,1,5,0.1667,0.8333,mixed,phi3:mini,mistral:7b;gemma3:4b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
438,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;llama3.1:8b;qwen2.5:7b-instruct,phi3:mini;llama3.2:3b
439,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
440,6,1,5,0.1667,0.8333,mixed,qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b
441,6,3,3,0.5,0.5,mixed,mistral:7b;gemma3:4b;phi3:mini,llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
442,6,3,3,0.5,0.5,mixed,mistral:7b;llama3.2:3b;llama3.1:8b,gemma3:4b;phi3:mini;qwen2.5:7b-instruct
443,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
444,6,5,1,0.8333,0.1667,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b
445,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct,llama3.1:8b
446,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
447,6,3,3,0.5,0.5,mixed,llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini
448,6,4,2,0.6667,0.3333,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b,mistral:7b;qwen2.5:7b-instruct
449,6,2,4,0.3333,0.6667,mixed,phi3:mini;llama3.2:3b,mistral:7b;gemma3:4b;llama3.1:8b;qwen2.5:7b-instruct
450,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,phi3:mini
451,6,1,5,0.1667,0.8333,mixed,gemma3:4b,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
452,6,4,2,0.6667,0.3333,mixed,gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;llama3.2:3b
453,6,2,4,0.3333,0.6667,mixed,mistral:7b;qwen2.5:7b-instruct,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b
454,6,4,2,0.6667,0.3333,mixed,mistral:7b;gemma3:4b;llama3.1:8b;qwen2.5:7b-instruct,phi3:mini;llama3.2:3b
455,6,5,1,0.8333,0.1667,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b
456,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,phi3:mini
457,6,3,3,0.5,0.5,mixed,mistral:7b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b;phi3:mini;llama3.2:3b
458,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
459,6,1,5,0.1667,0.8333,mixed,gemma3:4b,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
460,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
461,6,4,2,0.6667,0.3333,mixed,gemma3:4b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;phi3:mini
462,6,3,3,0.5,0.5,mixed,phi3:mini;llama3.2:3b;qwen2.5:7b-instruct,mistral:7b;gemma3:4b;llama3.1:8b
463,6,3,3,0.5,0.5,mixed,phi3:mini;llama3.2:3b;llama3.1:8b,mistral:7b;gemma3:4b;qwen2.5:7b-instruct
464,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct,llama3.1:8b
465,6,4,2,0.6667,0.3333,mixed,gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct,mistral:7b;llama3.1:8b
466,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
467,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
468,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
469,6,1,5,0.1667,0.8333,mixed,llama3.2:3b,mistral:7b;gemma3:4b;phi3:mini;llama3.1:8b;qwen2.5:7b-instruct
470,6,5,1,0.8333,0.1667,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b
471,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
472,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
473,6,2,4,0.3333,0.6667,mixed,llama3.2:3b;llama3.1:8b,mistral:7b;gemma3:4b;phi3:mini;qwen2.5:7b-instruct
474,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
475,6,3,3,0.5,0.5,mixed,mistral:7b;gemma3:4b;llama3.2:3b,phi3:mini;llama3.1:8b;qwen2.5:7b-instruct
476,6,4,2,0.6667,0.3333,mixed,gemma3:4b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;phi3:mini
477,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
478,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
479,6,1,5,0.1667,0.8333,mixed,qwen2.5:7b-instruct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b
480,6,5,1,0.8333,0.1667,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b
481,6,4,2,0.6667,0.3333,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b,mistral:7b;qwen2.5:7b-instruct
482,6,5,1,0.8333,0.1667,mixed,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;qwen2.5:7b-instruct,llama3.1:8b
483,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
484,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
485,6,5,1,0.8333,0.1667,mixed,mistral:7b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b
486,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
487,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
488,6,4,2,0.6667,0.3333,mixed,mistral:7b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,gemma3:4b;phi3:mini
489,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
490,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
491,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
492,6,3,3,0.5,0.5,mixed,phi3:mini;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b;gemma3:4b;llama3.2:3b
493,6,2,4,0.3333,0.6667,mixed,gemma3:4b;phi3:mini,mistral:7b;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
494,6,5,1,0.8333,0.1667,mixed,gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,mistral:7b
495,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
496,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
497,6,6,0,1.0,0.0,all_correct,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct,
498,6,3,3,0.5,0.5,mixed,mistral:7b;gemma3:4b;llama3.2:3b,phi3:mini;llama3.1:8b;qwen2.5:7b-instruct
499,6,0,6,0.0,1.0,all_wrong,,mistral:7b;gemma3:4b;phi3:mini;llama3.2:3b;llama3.1:8b;qwen2.5:7b-instruct
